ident,type,name,iso_country,iata_code,icao_code
NZGM,small_airport,Greymouth Airport,NZ,GMN,NZGM
NZGS,medium_airport,Gisborne Airport,NZ,GIS,NZGS
NZGT,medium_airport,Glentanner Airport,NZ,GTN,NZGT
NZHC,heliport,Wanaka Lakes Health Centre Heliport,NZ,,NZHC
NZHK,medium_airport,Hokitika Airfield,NZ,HKK,NZHK
NZHN,medium_airport,Hamilton International Airport,NZ,HLZ,NZHN
NZHR,heliport,Hanmer Hanmer Medical Centre Heliport,NZ,,NZHR
NZJE,heliport,Dargaville Hospital Heliport,NZ,,NZJE
NZJF,heliport,Whakatāne Hospital Helipad,NZ,,NZJF
NZJU,heliport,Wanganui Hospital Heliport,NZ,,NZJU
NZJY,heliport,Wairoa Hospital Heliport,NZ,,NZJY
NZKE,small_airport,Waiheke Island Aerodrome,NZ,WIK,NZKE
NZKI,small_airport,Kaikoura Airport,NZ,KBZ,NZKI
NZKK,medium_airport,Kerikeri Airport,NZ,KKE,NZKK
NZKO,small_airport,Kaikohe Airport,NZ,KKO,NZKO
NZKT,medium_airport,Kaitaia Airport,NZ,KAT,NZKT
NZLX,medium_airport,Alexandra Aerodrome,NZ,ALR,NZLX
NZMA,small_airport,Matamata Glider Airport,NZ,MTA,NZMA
NZMB,heliport,Mechanics Bay Heliport,NZ,MHB,
NZMC,medium_airport,Mount Cook Airport,NZ,MON,NZMC
NZMF,small_airport,Milford Sound Airport,NZ,MFN,NZMF
NZMH,heliport,Wairarapa Hospital Heliport,NZ,,NZMH
NZMK,small_airport,Motueka Airport,NZ,MZP,NZMK
NZMO,medium_airport,Manapouri Airport,NZ,TEU,NZMO
NZMS,medium_airport,Hood Airport,NZ,MRO,NZMS
NZMV,heliport,Methven Heliport,NZ,,NZMV
NZNE,small_airport,North Shore Aerodrome,NZ,,NZNE
NZNP,medium_airport,New Plymouth Airport,NZ,NPL,NZNP
NZNR,medium_airport,Hawke's Bay Airport,NZ,NPE,NZNR
NZNS,medium_airport,Nelson Airport,NZ,NSN,NZNS
NZNV,medium_airport,Invercargill Airport,NZ,IVC,NZNV
NZOH,medium_airport,RNZAF Base Ohakea,NZ,OHA,NZOH
NZON,heliport,Oban Heliport,NZ,,NZON
NZOS,heliport,Otehei Bay Helibarge,NZ,,NZOS
NZOU,medium_airport,Oamaru Airport,NZ,OAM,NZOU
NZOW,heliport,Onetangi Heliport,NZ,,NZOW
NZPK,heliport,Pikes Point Heliport,NZ,,NZPK
NZPM,medium_airport,Palmerston North Airport,NZ,PMR,NZPM
NZPN,small_airport,Picton Aerodrome,NZ,PCN,NZPN
NZPP,medium_airport,Paraparaumu Airport,NZ,PPQ,NZPP
NZPS,heliport,Paihia Waterfront Heliport,NZ,,NZPS
NZQN,large_airport,Queenstown Airport,NZ,ZQN,NZQN
NZRA,small_airport,Raglan Aerodrome,NZ,RAG,NZRA
NZRC,small_airport,Ryan's Creek Aerodrome,NZ,SZS,NZRC
NZRD,heliport,Rosedale Heliport,NZ,,NZRD
NZRN,heliport,Ranfurly Medical Centre Heliport,NZ,,NZRN
NZRO,medium_airport,Rotorua Regional Airport,NZ,ROT,NZRO
NZRT,small_airport,Rangiora Airfield,NZ,,NZRT
NZSF,small_airport,Springfield Airport,NZ,,NZSF
NZSP,medium_airport,Amundsen–Scott South Pole Station Airport,AQ,,NZSP
NZTC,heliport,Tapanui Medical Centre Helipad,NZ,,NZTC
NZTG,medium_airport,Tauranga Airport,NZ,TRG,NZTG
NZTH,small_airport,Thames Aerodrome,NZ,TMZ,NZTH
NZTK,small_airport,Takaka Airport,NZ,KTF,NZTK
NZTO,small_airport,Tokoroa Airfield,NZ,TKZ,NZTO
NZTP,heliport,Tekapo/Mackenzie Heliport,NZ,,NZTP
NZTU,medium_airport,Timaru Airport,NZ,TIU,NZTU
NZTW,heliport,Twizel Medical Centre Helipad,NZ,,NZTW
NZTX,heliport,Te Anau Medical Centre Heliport,NZ,,NZTX
NZTZ,heliport,Timaru Hospital Helipad,NZ,,NZTZ
NZUK,medium_airport,Pukaki Airport,NZ,TWZ,NZUK
NZWB,medium_airport,Woodbourne Airport,NZ,BHE,NZWB
NZWF,medium_airport,Wanaka Airport,NZ,WKA,NZWF
NZWG,heliport,Whangamata Helipad,NZ,,NZWG
NZWH,heliport,Wellington Hospital Helistop,NZ,,NZWH
NZWJ,heliport,Wellsford Heliport,NZ,,NZWJ
NZWK,medium_airport,Whakatāne Airport,NZ,WHK,NZWK
NZWL,small_airport,West Melton Aerodrome,NZ,,NZWL
NZWM,small_airport,Waimate Airport,NZ,,NZWM
NZWN,large_airport,Wellington International Airport,NZ,WLG,NZWN
NZWO,medium_airport,Wairoa Airport,NZ,WIR,NZWO
NZWP,medium_airport,RNZAF Base Auckland-Whenuapai,NZ,,NZWP
NZWQ,small_airport,Waitiki Aerodrome,NZ,,NZWQ
NZWR,medium_airport,Whangarei Airport,NZ,WRE,NZWR
NZWS,medium_airport,Westport Airport,NZ,WSZ,NZWS
NZWT,small_airport,Whitianga Airport,NZ,WTZ,NZWT
NZWU,medium_airport,Wanganui Airport,NZ,WAG,NZWU
NZWV,small_airport,Waihi Beach Airport,NZ,,NZWV
NZWZ,heliport,Warkworth Heliport,NZ,,NZWZ
NZYP,small_airport,Waipukurau Airport,NZ,,NZYP
O19,small_airport,Kneeland Airport,US,NLN,
O85,small_airport,Benton Field,US,BZF,
OABN,small_airport,Bamyan Airport,AF,BIN,OABN
OABT,small_airport,Bost Airport,AF,BST,OABT
OACC,small_airport,Chaghcharan Airport,AF,CCN,OACC
OADS,small_airport,Sardeh Band Airport,AF,SBF,OADS
OADY,small_airport,Dwyer Airport,AF,DWR,OADY
OADZ,small_airport,Darwaz Airport,AF,DAZ,OADZ
OAEM,small_airport,Ishkashim Airport,AF,,OAEM
OAFR,small_airport,Farah Airport,AF,FAH,OAFR
OAFZ,small_airport,Fayzabad Airport,AF,FBD,OAFZ
OAGN,small_airport,Ghazni Airport,AF,GZI,OAGN
OAGZ,small_airport,Gardez Airport,AF,GRG,OAGZ
OAHN,small_airport,Khwahan Airport,AF,KWH,OAHN
OAHR,large_airport,Herat - Khwaja Abdullah Ansari International Airport,AF,HEA,OAHR
OAIX,medium_airport,Bagram Airfield,AF,OAI,OAIX
OAJL,medium_airport,Jalalabad Airport,AF,JAA,OAJL
OAKB,large_airport,Kabul International Airport,AF,KBL,OAKB
OAKN,large_airport,Ahmad Shah Baba International Airport,AF,KDH,OAKN
OAKS,medium_airport,Khost International Airport,AF,KHT,OAKS
OAMN,medium_airport,Maymana Zahiraddin Faryabi Airport,AF,MMZ,OAMN
OAMS,large_airport,Mazar-i-Sharif International Airport,AF,MZR,OAMS
OANL,small_airport,Nili Airport,AF,,OANL
OANZ,small_airport,Nimroz Airport,AF,IMZ,OANZ
OAOG,small_airport,Urgun Airport,AF,URN,OAOG
OAQA,small_airport,Qalat Airport,AF,,OAQA
OAQM,small_airport,Koran va Monjan  Airport,AF,,OAQM
OAQN,small_airport,Qala-i-Naw Airport,AF,LQN,OAQN
OARG,small_airport,Orūzgān Airport,AF,URZ,OARG
OART,small_airport,Rostaq Airport,AF,,OART
OARZ,small_airport,Razer Airport,AF,KUR,OARZ
OASA,small_airport,Sharana Airstrip,AF,OAS,OASA
OASD,small_airport,Shindand Air Base,AF,OAH,OASD
OASG,small_airport,Sheberghan Airport,AF,,OASG
OASH,small_airport,Shank Air Base,AF,OAA,OASH
OASL,small_airport,Salerno Airport,AF,OLR,OASL
OASN,small_airport,Sheghnan Airport,AF,SGA,OASN
OATN,small_airport,Tarinkot Airport,AF,TII,OATN
OATQ,small_airport,Taleqan Airport,AF,TQN,OATQ
OAUZ,medium_airport,Kunduz Airport,AF,UND,OAUZ
OAYQ,small_airport,Yangi Qaleh Airport,AF,,OAYQ
OAYW,small_airport,Yawan Airport,AF,,OAYW
OAZI,small_airport,Camp Shorabak Airfield,AF,OAZ,OAZI
OBBI,large_airport,Bahrain International Airport,BH,BAH,OBBI
OBBS,medium_airport,Sheik Isa Air Base,BH,,OBBS
OBKH,small_airport,Sakhir Air Base,BH,,OBKH
OCS,large_airport,Corisco International Airport,GQ,OCS,
OE47,small_airport,Al Kharj Airport,SA,,OEKJ
OE50,small_airport,King Abdulaziz Naval Base,SA,,OEJL
OE55,medium_airport,Aradah Airport,SA,,OEAD
OE56,small_airport,Shubaytah Airport,SA,,OEST
OEAA,small_airport,Abu Ali Airport,SA,,OEAA
OEAB,large_airport,Abha International Airport,SA,AHB,OEAB
OEAH,large_airport,Al-Ahsa International Airport,SA,HOF,OEAH
OEAO,large_airport,Al-Ula International Airport,SA,ULH,OEAO
OEBA,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,SA,ABT,OEBA
OEBH,medium_airport,Bisha Airport,SA,BHH,OEBH
OEBN,small_airport,Thablotin Airport,SA,,OEBN
OEBQ,small_airport,Abqaiq Airport,SA,,OEBQ
OEDF,large_airport,King Fahd International Airport,SA,DMM,OEDF
OEDM,medium_airport,Dawadmi Domestic Airport,SA,DWD,OEDM
OEDR,large_airport,King Abdulaziz Air Base,SA,DHA,OEDR
OEGN,medium_airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA,GIZ,OEGN
OEGS,large_airport,Prince Naif bin Abdulaziz International Airport,SA,ELQ,OEGS
OEGT,medium_airport,Gurayat Domestic Airport,SA,URY,OEGT
OEHL,large_airport,Hail International Airport,SA,HAS,OEHL
OEHR,small_airport,Haradh Airport,SA,,OEHR
OEHW,small_airport,Hawtah Airport,SA,,OEHW
OEJF,medium_airport,King Faisal Naval Base,SA,,OEJF
OEJN,large_airport,King Abdulaziz International Airport,SA,JED,OEJN
OEKK,medium_airport,King Khaled Military City Airport,SA,KMC,OEKK
OEKM,medium_airport,King Khalid Air Base,SA,KMX,OEKM
OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,SA,MED,OEMA
OENG,medium_airport,Najran Domestic Airport,SA,EAM,OENG
OENN,large_airport,Neom Bay Airport,SA,NUM,OENN
OEOM,small_airport,Umm Al Melh Border Guards Airport,SA,,OEOM
OEPA,large_airport,Qaisumah–Hafar Al-Batin International Airport,SA,AQI,OEPA
OEPC,small_airport,Pump Station 3 Airport,SA,,OEPC
OEPF,small_airport,Pump Station 6 Airport,SA,,OEPF
OEPI,small_airport,Pump Station 9 Airport,SA,,OEPI
OEPJ,small_airport,Pump Station 10 Airport,SA,,OEPJ
OEPK,small_airport,IPSA 3 Airport,SA,,OEPK
OEPS,medium_airport,Prince Sultan Air Base,SA,AKH,OEPS
OERB,small_airport,Rabigh Airport,SA,,OERB
OERF,medium_airport,Rafha Domestic Airport,SA,RAH,OERF
OERK,large_airport,King Khalid International Airport,SA,RUH,OERK
OERM,medium_airport,Ras Mishab Airport,SA,,OERM
OERR,medium_airport,Arar Domestic Airport,SA,RAE,OERR
OERT,medium_airport,Ras Tanura Airport,SA,,OERT
OESB,small_airport,Shaibah Airport,SA,,OESB
OESH,medium_airport,Sharurah Domestic Airport,SA,SHW,OESH
OESK,large_airport,Al-Jawf International Airport,SA,AJF,OESK
OESL,small_airport,As-Sulayyil Airport,SA,SLF,OESL
OETB,large_airport,Prince Sultan bin Abdulaziz International Airport,SA,TUU,OETB
OETF,large_airport,Taif International Airport,SA,TIF,OETF
OETH,small_airport,Thumamah Airport,SA,,OETH
OETN,medium_airport,Ras Tanajib Airport,SA,,OETN
OETR,medium_airport,Turaif Domestic Airport,SA,TUI,OETR
OEUD,small_airport,Udhailiyah Airport,SA,,OEUD
OEUM,small_airport,Ummlejj Airport,SA,,OEUM
OEWD,medium_airport,Wadi Al Dawasir Domestic Airport,SA,WAE,OEWD
OEWJ,medium_airport,Al Wajh Domestic Airport,SA,EJH,OEWJ
OEYN,large_airport,Prince Abdulmohsen Bin Abdulaziz International Airport,SA,YNB,OEYN
OEZL,small_airport,Zilfi Airport,SA,ZUL,OEZL
OGM,small_airport,Ogobsucum Airport,PA,OGM,
OI20,small_airport,Bahregan Airport,IR,IAQ,
OIAA,large_airport,Abadan Ayatollah Jami International Airport,IR,ABD,OIAA
OIAD,medium_airport,Dezful Airport,IR,DEF,OIAD
OIAG,medium_airport,Aghajari Airport,IR,AKW,OIAG
OIAH,medium_airport,Gachsaran Airport,IR,GCH,OIAH
OIAI,medium_airport,Shahid Asiyaee Airport,IR,QMJ,
OIAJ,small_airport,Omidiyeh Airport,IR,OMI,OIAJ
OIAM,medium_airport,Mahshahr Airport,IR,MRX,OIAM
OIAW,large_airport,Qasem Soleimani International Airport,IR,AWZ,OIAW
OIBA,medium_airport,Abu Musa Island Airport,IR,AEU,OIBA
OIBB,medium_airport,Bushehr Airport,IR,BUZ,OIBB
OIBH,small_airport,Bastak Airport,IR,,OIBH
OIBJ,medium_airport,Jam Airport,IR,KNR,OIBJ
OIBK,large_airport,Kish International Airport,IR,KIH,OIBK
OIBL,medium_airport,Bandar Lengeh International Airport,IR,BDH,OIBL
OIBP,medium_airport,Persian Gulf International Airport,IR,PGU,OIBP
OIBQ,medium_airport,Khark Airport,IR,KHK,OIBQ
OIBS,medium_airport,Siri Airport,IR,SXI,OIBS
OIBV,medium_airport,Lavan Airport,IR,LVP,OIBV
OICC,medium_airport,Shahid Ashrafi Esfahani Airport,IR,KSH,OICC
